
 wsid         | year | month | day | system.max(temperature) | system.min(temperature) | system.avg(temperature) | system.avg(dewpoint) | system.avg(dewpoint)
 722950:23174 | 2014 |     3 |  21 |                    17.8 |                       0 |                15.13333 |             51.06667 |             51.06667
 722950:23174 | 2014 |     3 |  20 |                    18.9 |                       0 |                  15.925 |             53.29167 |             53.29167
 722950:23174 | 2014 |     3 |  19 |                    21.1 |                       0 |                16.23333 |             52.98333 |             52.98333
 722950:23174 | 2014 |     3 |  18 |                    20.6 |                       0 |                16.35417 |             52.02083 |             52.02083
 722950:23174 | 2014 |     3 |  17 |                    23.9 |                       0 |                 17.9875 |             51.43333 |             51.43333
 722950:23174 | 2014 |     3 |  16 |                    28.3 |                       0 |                19.60417 |              49.1625 |              49.1625
 722950:23174 | 2014 |     3 |  15 |                    21.7 |                       0 |                16.23333 |              52.7375 |              52.7375
 722950:23174 | 2014 |     3 |  14 |                    18.9 |                       0 |                15.14167 |             51.39583 |             51.39583
 722950:23174 | 2014 |     3 |  13 |                    18.9 |                       0 |                 16.1375 |                 50.8 |                 50.8
 722950:23174 | 2014 |     3 |  12 |                    26.1 |                       0 |                  17.025 |             50.76667 |             50.76667
 722950:23174 | 2014 |     3 |  11 |                    24.4 |                       0 |                16.85833 |              50.7625 |              50.7625
 722950:23174 | 2014 |     3 |  10 |                    25.6 |                       0 |                19.77083 |             43.21667 |             43.21667
 722950:23174 | 2014 |     3 |   9 |                    28.3 |                       0 |                 20.4375 |             42.60417 |             42.60417
 722950:23174 | 2014 |     3 |   8 |                    23.9 |                       0 |                17.49583 |                 48.4 |                 48.4
 722950:23174 | 2014 |     3 |   7 |                    19.4 |                       0 |                15.94167 |                53.05 |                53.05
 722950:23174 | 2014 |     3 |   6 |                    19.4 |                       0 |                   15.55 |             54.12917 |             54.12917
 722950:23174 | 2014 |     3 |   5 |                    18.3 |                       0 |                15.29583 |             53.60833 |             53.60833
 722950:23174 | 2014 |     3 |   4 |                    17.8 |                       0 |                14.41667 |             52.71667 |             52.71667
 722950:23174 | 2014 |     3 |   3 |                    17.2 |                       0 |                14.17917 |              52.0625 |              52.0625
 722950:23174 | 2014 |     3 |   2 |                    16.7 |                       0 |                12.93333 |             51.76667 |             51.76667
